Auteur,Texte,Sentiment,Date,Texte_nettoye
2023.L,"Université Virtuelle du Burkina : l’Espace Numérique Ouvert (ENO) de  Karpala inauguré.
Placé sous la tutelle de l’Université Virtuelle du Burkina (UV-BF), l’Espace Numérique Ouvert de Karpala à Ouagadougou a été inauguré ce vendredi 18 août 2023.La cérémonie était  placée sous le Haut Patronage de son Excellence Monsieur le Premier Ministre, Maître Apollinaire Joachimson KYELEM de Tambela, du Parrainage de Monsieur le Ministre de l’Enseignement Supérieur, de la Recherche et de l’Innovation (MESRI), le Pr Adjima THIOMBIANO et du Co-parrainage de  Madame la Ministre de la Transition Digitale et des Postes, Dr Aminata ZERBO/SABANE. Plusieurs autres membres du gouvernement étaient également présents à cette cérémonie.
Le Président de l’Université Virtuelle du Burkina Faso, le Pr Jean Marie DIPAMA, a salué les efforts du gouvernement et de tous les partenaires qui ont œuvré pour l’aboutissement du projet de construction de l’Espace Numérique Ouvert (ENO),toute chose qui va permettre d’opérationnaliser l’UV-BF qui est la toute dernière née des Institutions d’Enseignement Supérieur publique du pays. Ce projet va à n’en pas douter contribuer à la formation à distance des étudiants et du même coup désengorger les autres universités classiques selon le Pr DIPAMA.
Quant au Ministre chargé de l’enseignement supérieur, le Pr Adjima THIOMBIANO, il a  également  traduit  sa gratitude aux autorités de la Transition et à l’ensemble des partenaires pour leurs contributions inestimables dont son département a bénéficié dans la concrétisation du projet de l’UV-BF.
En termes de vision, les ENO constituent une alternative crédible et pérenne à l’accès équitable à un enseignement supérieur de qualité et vont contribuer à la résorption du chevauchement des années académiques.
D’un effectif d’environ 2000 étudiants, l’UV-BF devra accueillir près de 10 000 nouveaux bacheliers à la rentrée prochaine 2023–2024 avec la création de nouvelles filières dont le Droit, les Lettres Modernes et les Sciences économiques et de Gestion.
Le Ministre de l’Enseignement Supérieur, de la Recherche et de l'Innovation , a toutefois, souligné  les défis qui s’imposent à cette vision.Il s’agit notamment de la dotation prioritaire de tous les étudiants de l’UV-BF en ordinateurs.A ce sujet, le département consent une subvention de 85%. A cela s’ajoute la connexion internet pour laquelle l’ARCEP a été sollicitée pour une intermédiation auprès des opérateurs de téléphonie mobile aux fins d’une gratuité de la connexion à leur profit.
En perspectives, le projet prévoit la construction du siège de l’Université Virtuelle du Burkina Faso  à Ouagadougou et de seize (16) ENO et leur équipement à travers les chefs-lieux des régions du pays à un coût global estimé à près de 80 milliards. 
DCRP- MESRI",neutre,01/01/2019,universit virtuel burkina lespace numriqu ouvert eno karpala inaugur plac sou tutelle luniversit virtuel burkina uvbf lespace numriqu ouvert karpala ouagadougou avoir inaugur vendredi aot crmonie tait place sou haut patronage excellence Monsieur premier ministre matre apollinaire joachimson kyelem tambela parrainage Monsieur ministre lenseignemer suprieur recherche linnovation mesri pr adjima thiombiano coparrainage monsieur ministre transition digital poste dr aminata zerbosaban plusieurs autre membre gouvernement taient galement prsents ce crmonie prsident luniversit virtuel burkina faso pr jean marie dipama avoir salu effort gouvernement tout partenaire uvr laboutissement projet construction lespac numriqu ouvert enotoute chose aller permettre doprationnaliser luvbf tout dernir institution denseignement suprieur public pays projet aller nen douter contribuer formation distance tudiant mme coup dsengorger autre universit classique selon pr dipama quant ministre charg lenseignemer suprieur pr adjima thiombiano avoir galement traduire gratitude autorit transition lensembl partenaire leur contribution inestimable dont dpartemer avoir bnfici concrtisation projet luvbf terme vision eno constituer alternatif crdibl prendre laccs quitable enseignement suprieur qualit aller contribuer rsorption chevauchement anne acadmique dun effectif denviron tudiant luvbf devoir accueillir prs nouveau bachelier rentrer prochain cration nouveau filire dont droit lettre moderne science conomique gestion ministre lenseignemer suprieur recherche linnovation avoir toutefois soulign dfi simposer ce visionil sagit notamment dotation prioritaire tout tudiant luvbf ordinateursa sujet dpartemer consent subvention avoir celer sajoute connexion internet lequel larcep avoir sollicit intermdiation aupr oprateur tlphonie mobile fin dune gratuit connexion profit perspectif projet prvoit construction sige luniversit virtuel burkina faso ouagadougou seize eno quipement travers chefslieux rgion pay cot global estim prs milliard dcrp mesri
ordinateur.campusfaso.bf,"Programme 1 Étudiant, 1 Ordinateur / 𝟮𝗲𝗺𝗲 𝗘𝗱𝗶𝘁𝗶𝗼𝗻
Nous avons le plaisir de vous annoncer l'ouverture de la 2ème édition du programme 1 étudiant, 1ordinateur.
Postulez dès maintenant sur : ordinateur.campusfaso.bf
(tous les #ordinateurs sont subventionnés par l'état à 60%)
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,programme tudier ordinateur plaisir annoncer louverture dition programm tudier ordinateur postuler ds maintenant ordinateurcampusfasobf tout subventionns ltat universit virtuel burkina faso formation universitaire qualit tout
https://youtube.com/channel/UCKZY8DjkR6X9HC-Z7VOHErQ,"SESSION D'ASSISTANCE POUR LES ÉTUDIANTS N'AYANT PAS REÇU LEURS ACCÈS À LA PLATEFORME DE FORMATION.
L’Université Virtuelle du Burkina Faso organise une session d'assistance pour les étudiants n'ayant pas encore reçu leurs accès de connexion à la plateforme de formation.
Cette session se tiendra du Lundi 14 Novembre au Mercredi 16 Novembre 2022 de 08h00 à 12h00 au siège de l'Université Virtuelle du Burkina Faso (Sis à Ouaga 2000, non loin de BF1).
N.B: Seuls les étudiants n'ayant pas encore reçu leurs accès de connexion à la plateforme sont concernés par cette session d'assistance, toute autre requête sera traitée dans un autre cadre après cette période.
Par ailleurs, l'UV-BF rappelle aux étudiants que les vidéos tutorielles de formation à la prise en main de la plateforme sont disponibles sur la chaine youtube de l’université intitulée  UNIVERSITE VIRTUELLE BURKINA FASO.
Le lien d'accès direct est le suivant : https://youtube.com/channel/UCKZY8DjkR6X9HC-Z7VOHErQ
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,session dassistance tudiant nayer reu leur acc plateform formation luniversit virtuel burkina faso organis session dassistance tudiant nayer encore reu leur acc connexion plateform formation ce session tiendra lundi novembre mercredi novembre heure heure sige luniversit virtuel burkina faso sis ouaga non loin bf nb seul tudiant nayer encore reu leur acc connexion plateform concerns ce session dassistance tout autre requte traite autre cadre apr ce priode ailleurs luvbf rappeler tudiant vido tutorielle formation pris main plateform disponible chaine youtub luniversit intitul universite virtuel burkina faso lien dacc direct suivre universit virtuel burkina faso formation universitaire qualit tout
https://bit.ly/3zEZlMR,"APPEL A CANDIDATURE
Tu es une jeune femme étudiante au Burkina Faso et tu as un projet innovant de création d'entreprise pour booster le développement durable de notre cher pays : Rejoins le programme FEE en remplissant vite le formulaire suivant au plus tard le 27 juin 2022 : 
https://bit.ly/3zEZlMR
Le programme FEE est un parcours de 04 mois d'accompagnement en pré-incubation de 100 projets innovants portés par des jeunes femmes étudiantes des universités et écoles supérieures du Burkina Faso. Ce programme est financé par le Programme des Nations Unies pour le Développement (PNUD) BURKINA FASO à travers le projet COLIBRIS, et mis en œuvre par un consortium constitué des incubateurs Sira Labs Ouagadougou, Sira Labs Bobo-Dioulasso  et Incubuo . 
Pour plus d'information sur le programme, cliquez sur le lien suivant : www.sira-labs.com/v20/pnud-fee
Dépêchez-vous vite futures femmes entrepreneuses
#entrepreneuriat #ideation #diversite #genre #odd #sdg #etudiante #burkinafaso #pnudburkina",neutre,01/01/2019,appel avoir candidature jeune femme tudier burkina faso projet innover cration dentreprise booster dveloppement durable cher pays rejoindre programm fee remplir vite formulaire suivre plus tard juin programme fee parcour mois daccompagnement princubation projet innovant port jeune femme tudiante universit cole suprieure burkina faso programm financ programm nation uni dveloppement pnud burkina faso travers projet colibri mettre uvre consortium constitu incubateur sira lab ouagadougou sira lab bobodioulasso incubuo plus dinformation programm cliquer lien suivant wwwsiralabscomvpnudfee dpchezvous vite futur femme entrepreneuse
#CITADEL,"Lancement officiel du Centre d’Excellence Interdisciplinaire en Intelligence Artificielle pour le Développement [#CITADEL] : 
Nous vous donnons Rendez-vous ce 
 octobre 2021 à 
 14h 30 min au sein de l'Université Virtuelle du Burkina Faso sis à Ouaga 2000 (Boulevard Mohamed Kadhafi) pour le lancement officiel du 1er laboratoire d’innovation Burkinabé qui formera les leaders de demain en #intelligence_artificielle.
Vous avez la possibilité de participer à distance en cliquant ici 
 https://bit.ly/citadel-lancement 
Cette cérémonie est placée sous la présidence de Pr Alkassoum Maïga, Ministre de l’Enseignement Supérieur, de la Recherche Scientifique et de l’Innovation @mesrsi, et a pour Marraine, Mme Hadja Fatimata Ouattara/Sanon, Ministre de l’Economie Numérique, des Postes et de la Transformation Digitale.
Ne manquez pas cette occasion ! 
#ai4dev #uvbf #innovation #informatique #lwili
.........................................................................................................................................
[CITADEL], Nous construisons les Talents et les Capacités en IA pour le Burkina Faso et l'Afrique Francophone !",neutre,01/01/2019,lancement officiel centre dexcellence interdisciplinaire intelligence artificiel dveloppemer donner rendezvou octobre heure min sein luniversit virtuel burkina faso sis ouaga boulevard mohamed kadhafi lancement officiel er laboratoire dinnovation burkinab former leader demain possibilit participer distance cliquer ici ce crmonie place sou prsidence pr alkassoum mager ministre lenseignemer suprieur recherche scientifique linnovation avoir marraine mme hadjer fatimata ouattarasanon ministre leconomie numriqu poste transformation digital manquer ce occasion citadel construison talent capacit ia burkina faso lafriqu francophone
#CITADEL,"Lancement officiel du Centre d’Excellence Interdisciplinaire en Intelligence Artificielle pour le Développement [#CITADEL] : 
Nous vous donnons Rendez-vous ce 
 octobre 2021 à 
 14h 30 min au sein de l'Université Virtuelle du Burkina Faso sis à Ouaga 2000 (Boulevard Mohamed Kadhafi) pour le lancement officiel du 1er laboratoire d’innovation Burkinabé qui formera les leaders de demain en #intelligence_artificielle.
Vous avez la possibilité de participer à distance en cliquant ici 
 https://bit.ly/citadel-lancement 
Cette cérémonie est placée sous la présidence de Pr Alkassoum Maïga, Ministre de l’Enseignement Supérieur, de la Recherche Scientifique et de l’Innovation @mesrsi, et a pour Marraine, Mme Hadja Fatimata Ouattara/Sanon, Ministre de l’Economie Numérique, des Postes et de la Transformation Digitale.
#ai4dev #citadeluvbf #innovation #informatique
.........................................................................................................................................
[CITADEL], Nous construisons les Talents et les Capacités en IA pour le Burkina Faso et l'Afrique Francophone !",neutre,01/01/2019,lancement officiel centre dexcellence interdisciplinaire intelligence artificiel dveloppemer donner rendezvou octobre heure min sein luniversit virtuel burkina faso sis ouaga boulevard mohamed kadhafi lancement officiel er laboratoire dinnovation burkinab former leader demain possibilit participer distance cliquer ici ce crmonie place sou prsidence pr alkassoum mager ministre lenseignemer suprieur recherche scientifique linnovation avoir marraine mme hadjer fatimata ouattarasanon ministre leconomie numriqu poste transformation digital citadel construison talent capacit ia burkina faso lafriqu francophone
https://youtu.be/_7hcTuD4z4k,"Université virtuelle du Burkina Faso, une offre de formation par le digital.
La digitalisation des cours et le e-learning sont désormais une réalité au Burkina Faso. Ils visent à résorber l'insuffisance des infrastructures des universités publiques qui ont un impact sur le bon déroulement des cours académiques. Le gouvernement a intégré les TIC dans le système de l'enseignement universitaire.
Voir la vidéo: https://youtu.be/_7hcTuD4z4k
#Com_Gouv_BF
#SIGBurkina
#BurkinaFaso
#Gouv_Actions
#UVBF",neutre,01/01/2019,universit virtuel burkina faso offrir formation digital digitalisation cours elearning dsormai ralit burkina faso viser rsorber linsuffisance infrastructure universit public impact bon droulement cours acadmique gouvernement avoir intgr tic systm lenseignement universitaire voir vido
https://youtu.be/_7hcTuD4z4k,"Université virtuelle du Burkina Faso, une offre de formation par le digital
La digitalisation des cours et le e-learning sont désormais une réalité au Burkina Faso. Ils visent à résorber l'insuffisance des infrastructures des universités publiques qui ont un impact sur le bon déroulement des cours académiques. Le gouvernement a intégré les TIC dans le système de l'enseignement universitaire.
Voir la vidéo: https://youtu.be/_7hcTuD4z4k
#Com_Gouv_BF
#SIGBurkina
#BurkinaFaso
#Gouv_Actions",neutre,01/01/2019,universit virtuel burkina faso offrir formation digital digitalisation cours elearning dsormai ralit burkina faso viser rsorber linsuffisance infrastructure universit public impact bon droulement cours acadmique gouvernement avoir intgr tic systm lenseignement universitaire voir vido
Université Virtuelle du Burkina Faso - UVBF," 𝗥𝗘𝗠𝗜𝗦𝗘 𝗗'𝗢𝗥𝗗𝗜𝗡𝗔𝗧𝗘𝗨𝗥 
L’ Université Virtuelle du Burkina Faso - UVBF  informe les étudiants dont les noms figurent sur les listes ci-dessous qu’ils peuvent passer à l’Espace Numérique Ouvert de Karpala, ce Mercredi 29 Novembre 2023 afin de récupérer leurs ordinateurs (Marques LENOVO Celeron et LENOVO Core i3).
La remise des ordinateurs se fait au sein de l’Espace Numérique Ouvert de Karpala de 08h à 15h.
N.B:
– Chaque étudiant doit se munir de sa CNIB pour le retrait de son ordinateur,
– Pour le retrait pour une tierce personne, vous devez disposer d’une procuration en bonne et due forme.
#assistance  de dépôt : 65 02 29 27 (WhatsApp)
#APPEL : 60 18 76 36/ 79 19 13 47 
Intégrez le groupe WhatsApp d'info 
ici 
https://chat.whatsapp.com/KLffYQtdVsSLxo8bSTLn0c
HMAB Service , votre meilleur service d'assistance en ligne !
@followers @à la une",neutre,01/01/2019,universit virtuel burkina faso uvbf informe tudiant dont nom figurer liste cidessou quils pouvoir passer lespace numriqu ouvert karpala mercredi novembre afin rcuprer leur ordinateur marque lenovo celeron lenovo core i remettre ordinateur faire sein lespace numriqu ouvert karpala heure heure nb chaque tudier devoir munir cnib retraire ordinateur retraire tierce personne devoir disposer dune procuration bon devoir forme dpt whatsapp intgrer groupe whatsapp dinfo ici hmab service meilleur service dassistance ligne
"Ministère Enseignement Supérieur, Recherche et Innovation"," RÉSULTATS BOURSES NATIONALES
Les candidat(e)s ayant obtenu une moyenne supérieure ou égale à celles mentionnées dans le tableau ci-joint ont été présélectionné(e)s.
 Les candidats  présélectionnés sont invités à déposer leurs dossiers physiques au CIOSPB tous les jours ouvrables du 11 au 21 octobre 2022, de 9h à 12h.
Pièces exigées sont celles ayant servi pour les dépôts en ligne.
Ministère Enseignement Supérieur, Recherche et Innovation 
Université Joseph Ki-Zerbo 
Université Thomas Sankara 
Université Nazi BONI 
Universite  Norbert  ZONGO 
Université  de Ouahigouya-UOHG 
Université de Fada N'Gourma 
Université de Dédougou 
Université Virtuelle du Burkina Faso - UVBF 
Ecole Polytechnique de Ouagadougou - EPO 
Ciospb Officiel 
CENOU Burkina 
#Burkina 
#bacheliers 
#Université 
#campusfaso
#bourse
#ciospb   
#bac2022 
#lwili",neutre,01/01/2019,rsultat bourse national candidate obtenir moyenne suprieure gal celui mentionner tableau cijoint prslectionne candidat prslectionn invit dposer leur dossier physique ciospb tout jour ouvrable octobre heure heure pice exige celle servir dpt ligne ministre enseignement suprieur recherche innovation universit joseph kizerbo universit thomas sankara universit nazi boni universit norbert zongo universit ouahigouyauohg universit fader ngourma universit ddougou universit virtuel burkina faso uvbf ecole polytechnique ouagadougou epo ciospb officiel cenou burkina
https://uv.bf/resultats-du-test-de-recrutement.../,"Résultats du test de recrutement d'étudiants en 1ère année de Master en Sciences de l'Education et de la Formation (MSEF) à l'Université Virtuelle du Burkina Faso, au titre de l'année académique 2021 - 2022.
Plus d'informations sur notre site internet : https://uv.bf/resultats-du-test-de-recrutement.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,rsultat test recrutement dtudiant r anne master science leducation formation msef luniversit virtuel burkina faso titre lann acadmiqu plus dinformation site internet universit virtuel burkina faso formation universitaire qualit tout
www.campusfaso.bf,"Inscription pédagogique et chronogramme de la rentrée académique 2023-2024 des étudiants orientés à l’UV-BF.
Le Président de l’Université Virtuelle du Burkina Faso (UV-BF), porte a la connaissance des bacheliers orientés a l’UV-BF au titre de l’année académique 2023-2024 que les inscriptions pédagogiques sont ouvertes en ligne sur la plateforme CAMPUSFASO (www.campusfaso.bf) du mardi 03 au dimanche 15 Octobre 2023 inclus. 
Par ailleurs, il porte à leur connaissance, le chronogramme de la rentrée académique 2023-2024.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,inscription pdagogiqu chronogramm rentrer acadmiqu tudiant orient luvbf prsident luniversit virtuel burkina faso uvbf porte avoir connaissance bachelier orient avoir luvbf titre lann acadmiqu inscription pdagogique ouvert ligne plateform campusfaso wwwcampusfasobf mardi dimanche octobre inclus ailleurs porte connaissance chronogramm rentrer acadmiqu universit virtuel burkina faso formation universitaire qualit tout
#Campus,Les demandes d’orientation dans les instituts et universités sur la plateforme #Campus #Faso sont prévues du 1er au 15 août 2022.,neutre,01/01/2019,demande dorientation institut universit plateform prvue er aot
Université Virtuelle du Burkina Faso - UVBF,"[
 𝗦𝗼𝗻𝘁 𝗻𝗼𝗺𝗶𝗻𝗲́𝘀 𝗱𝗮𝗻𝘀 𝗹𝗮 𝗰𝗮𝘁𝗲́𝗴𝗼𝗿𝗶𝗲 𝗹’𝘂𝗻𝗶𝘃𝗲𝗿𝘀𝗶𝘁𝗲́ 𝗹𝗮 𝗽𝗹𝘂𝘀 𝗱𝗶𝗴𝗶𝘁𝗮𝗹𝗲 ]
- Université Virtuelle du Burkina Faso - UVBF  
- EDE (Ecole en direct) 
- Université de l’Unité Africaine / IAM Burkina 
- ISIG International : Université Aube Nouvelle 
𝗩𝗼𝘁𝗲𝘇 𝗽𝗼𝘂𝗿 𝘃𝗼𝘁𝗿𝗲 𝗰𝗮𝗻𝗱𝗶𝗱𝗮𝘁 𝗲𝗻 𝗰𝗼𝗺𝗺𝗲𝗻𝘁𝗮𝗶𝗿𝗲. Mentionnez le nom de l'université !
NB: Une 𝗽𝗲𝗿𝘀𝗼𝗻𝗻𝗲 égale 𝟭 𝘃𝗼𝘁𝗲. Fin des votes #vendredi_à_18h 
Félicitations à tous les nominés et bonne chance pour la suite !",neutre,01/01/2019,universit virtuel burkina faso uvbf ede ecole direct universit lunit africain iam burkina isig international universit aub nouveau mentionner nom luniversit nb gal fin vote flicitation tout nomins bon chance suite
#URGENT_URGENT," #URGENT_URGENT
Pour des besoins urgents d'information, l' Université Virtuelle du Burkina Faso - UVBF collecte des données relatives aux Numéro Orange que les étudiants utilisent pour souscrire aux forfaits internet .
Merci de renseigner le formulaire suivant avant ce mardi décembre 2023 à 8h00 délai de rigueur.… En voir plus",neutre,01/01/2019,besoin urgent dinformation universit virtuel burkina faso uvbf collect donne relatif numro orange tudiant utiliser souscrir forfait internet merci renseigner formulaire suivant avant mardi dcembr heure dler rigueur voir plus
https://www.campusfaso.bf/formations/candidature,"L’Université Virtuelle du Burkina Faso, université publique burkinabè, porte à la connaissance du public qu’elle lance un appel à candidature, au titre de l’année académique 2022-2023, pour un recrutement complémentaire d’effectif sur dossier, d’étudiants en première année de Licence.
Cet appel à candidatures concerne : 
1. Pour le programme des sciences fondamentales :
- la filière Mathématiques avec les parcours suivants :
• Modélisation mathématique et calcul scientifique;
• le parcours Mathématiques -Informatique
- La filière Physique et Ingénierie de l’énergie, avec le parcours :
• Energie, Energies Renouvelables et Efficacité Energétique
- la filière Chimie, avec le parcours : 
• Chimie
- La filière Sciences de la Vie et de la Terre (SVT), avec le parcours :
• Hygiène et Sécurité alimentaire
2. Pour le programme des sciences du numérique :
- La filière Génie Logiciel, avec le parcours :
• Pure Developer
3. Pour le programme des sciences transversales
- La filière Géomatique Appliquée, avec le parcours :
• Système d’Information Géographique et Télédétection spatiale
Les dépôts de dossiers de candidature se font (en ligne) via la plateforme CAMPUS FASO à l’adresse : https://www.campusfaso.bf/formations/candidature du lundi 29 août au lundi 12 septembre 2022.
Retrouver toutes les informations complémentaires sur notre site web : https://uv.bf/appel-a-candidature-pour-le-recrutement.../",neutre,01/01/2019,luniversit virtuel burkina faso universit public burkinab porte connaissance public quel lance appel candidature titre lann acadmiqu recrutement complmentair deffectif dossier dtudiant premir ann licence ce appel candidature concerner programme science fondamental filire mathmatique parcour suivant modlisation mathmatiqu calcul scientifique parcour mathmatique informatique filire physique ingnierie lnergie parcour energie energie renouvelable efficacit energtiqu filir chimie parcour chimie filir science vie terre svt parcour hygine scurit alimentaire programme science numriqu filire gnie logiciel parcour pur developer programme science transversal filir gomatiqu appliqu parcour systme dinformation gographiqu tldtection spatial dpt dossier candidature faire ligne via plateform campus faso ladress lundi aot lundi septembre retrouver tout information complmentaire site web
#cours,"Fin de la première semaine de #cours d' #infographie dispensé aux étudiants en première année de Licence en Génie Logiciel ( Pure Développer) de l' Université Virtuelle du Burkina Faso - UVBF . Certains étudiants suivent le cours en présentiel et les autres participent en étant connectés à distance grâce à la visioconférence.
Travaux Dirigés :  
- Recherche graphique de #logotype 
- Notion de calques, création de tracés vectoriels, manipulation de typographie avec le logicie… En voir plus",neutre,01/01/2019,fin premir semain dispen tudiant premir ann licence gnie logiciel pur dvelopper universit virtuel burkina faso uvbf certain tudiant suivre cours prsentiel autre participer tant connect distance grce visioconfrence traval dirigs recherche graphique notion calque cration trac vectoriel manipulation typographi logicie voir plus
https://www.campusfaso.bf/formations/candidature,"L’Université Virtuelle du Burkina Faso, université publique burkinabè, porte à la connaissance du public qu’elle lance un appel à candidature, au titre de l’année académique 2022-2023, pour un recrutement complémentaire d’effectif sur dossier, d’étudiants en première année de Licence.
Les dépôts de dossiers de candidature se font (en ligne) via la plateforme CAMPUS FASO à l’adresse : https://www.campusfaso.bf/formations/candidature du lundi 29 août au lundi 12 septembre 2022.
Retrouver toutes les informations complémentaires sur notre site web : https://uv.bf/appel-a-candidature-pour-le-recrutement.../",neutre,01/01/2019,luniversit virtuel burkina faso universit public burkinab porte connaissance public quel lance appel candidature titre lann acadmiqu recrutement complmentair deffectif dossier dtudiant premir ann licence dpt dossier candidature faire ligne via plateform campus faso ladress lundi aot lundi septembre retrouver tout information complmentaire site web
https://uv.bf/retrait-des-ordinateurs-de-marque-haier-et.../,"L’Université Virtuelle du Burkina Faso (UV-BF) informe les étudiants dont les noms figurent sur les listes ci-dessous qu’ils peuvent passer à l’Espace Numérique Ouvert de Karpala, ce Vendredi 1er Décembre 2023 afin de récupérer leurs ordinateurs (Marques HAIER et HI).
La remise des ordinateurs se fait au sein de l’Espace Numérique Ouvert de Karpala de 08h à 15h.
N.B:
– Chaque étudiant doit se munir de sa CNIB pour le retrait de son ordinateur,
– Pour le retrait pour une tierce personne, vous devez disposer d’une procuration en bonne et due forme.
Consulter la liste ici : https://uv.bf/retrait-des-ordinateurs-de-marque-haier-et.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,luniversit virtuel burkina faso uvbf informe tudiant dont nom figurer liste cidessou quils pouvoir passer lespace numriqu ouvert karpala vendredi er dcembre afin rcuprer leur ordinateur marque haier hi remettre ordinateur faire sein lespace numriqu ouvert karpala heure heure nb chaque tudier devoir munir cnib retraire ordinateur retraire tierce personne devoir disposer dune procuration bon devoir forme consulter liste ici universit virtuel burkina faso formation universitaire qualit tout
https://forms.gle/kWvXBPfAvjj2VJf19," 𝗖𝗼𝗻𝗰𝗼𝘂𝗿𝘀 𝗶𝗻𝘁𝗲𝗿-𝗿𝗲́𝗴𝗶𝗼𝗻𝗮𝗹 ""𝗠𝗼𝗻 𝗶𝗱𝗲́𝗲, 𝗺𝗼𝗻 𝗲𝗻𝘁𝗿𝗲𝗽𝗿𝗶𝘀𝗲""
Il ne te reste que plus que 2 jours pour envoyer ta candidature
Tu es un.e étudiante et tu as une idée de projet d'entreprise 
?
Candidates ici  
 https://forms.gle/kWvXBPfAvjj2VJf19",neutre,01/01/2019,reste plus jour envoyer candidature tudier id projet dentreprise candidat ici
https://ee.kobotoolbox.org/x/viX3jN6z,"Formulaire d'inscription des candidats pour la session de formation a l'occasion de la semaine du numérique 2023. 
NB: Formation gratuite, Pas de prise en charge pour les participants.
https://ee.kobotoolbox.org/x/viX3jN6z",neutre,01/01/2019,formulaire dinscription candidat session formation avoir loccasion semaine numriqu nb formation gratuit pris charge participant
https://uv.bf/inscription-administrative-et-pedagog,"Le Président de l’Université Virtuelle du Burkina Faso porte à la connaissance des étudiants admis en deuxième année de licence (L2) à l’issue des examens de la première session de Licence 1 (L1) et du recrutement complémentaire au titre de l’année académique 2021 – 2022 que les inscriptions administrative et pédagogique sont ouvertes en ligne du mardi 11 au vendredi 21 Janvier 2022.
Plus d'informations sur notre site web : https://uv.bf/inscription-administrative-et-pedagog… En voir plus",neutre,01/01/2019,prsident luniversit virtuel burkina faso porte connaissance tudiant admettre deuxim ann licence lissu examen premire session licence recrutement complmentair titre lann acadmiqu inscription administratif pdagogiqu ouvert ligne mardi vendredi janvier plus dinformation site web voir plus
https://forms.gle/WYKfxnFwa4ddpA4W7,"L'Université Virtuelle du Burkina Faso (UVBF) en collaboration avec l'Agence Nationale de Promotion des TIC (ANPTIC) organisent une série d'activités sur le CLOUD COMPUTING.
Placées sous le thème : ""FONDAMENTAUX DU CLOUD ET PRISE EN MAIN DE OPENSTACK"", ces activités se dérouleront du 18 au 22 février 2020 et comprendront une formation sur le cloud computing et un hackathon ""développement d'applications cloud"".
La FORMATION sur le cloud computing se déroulera du 18 au 20 février 2020 à l'UVBF (IFOAD Ouaga 2000).
Inscrivez vous ici pour la formation : https://forms.gle/WYKfxnFwa4ddpA4W7
Le HACKATHON ""développement d'applications cloud"" se déroulera du 20 au 22 février 2020 à l'UVBF (IFOAD Ouaga 2000).
Inscrivez vous ici pour le hackathon : https://forms.gle/Hwkab6c6zRWt7BfB6
Retrouvez plus d'informations sur le site web : https://uv.bf/cloudcomputing
Contact: info@uv.bf
Professionnels et étudiants en informatique, ces activités sont les vôtres.
PARTICIPATION GRATUITE !",neutre,01/01/2019,luniversit virtuel burkina faso uvbf collaboration lagence national promotion tic anptic organiser srie dactivits cloud computing place sou thme fondamental cloud prise main openstack activits drouler fvrier comprendre formation cloud computing hackathon dveloppement dapplication cloud formation cloud computing droulerer fvrier luvbf ifoad ouaga inscrire ici formation hackathon dveloppement dapplication cloud droulerer fvrier luvbf ifoad ouaga inscrire ici hackathon retrouver plus dinformation site web contact infobf professionnel tudiant informatique activit vtre participation gratuit
http://outils.uv.bf/uvbf-form/,"Appel à candidatures pour le recrutement d'étudiants pour le lancement du MASTER CYBERSECURITE.
Postulez en remplissant le formulaire à l'adresse suivante : http://outils.uv.bf/uvbf-form/
Date limite: 31 Janvier 2020
UVBF, une formation de qualité pour tous !",neutre,01/01/2019,appel candidature recrutement dtudiant lancement master cybersecurite postuler remplir formulaire ladress suivant date limite janvier uvbf formation qualit tout
Université Virtuelle du Burkina Faso-UVBF,"Enseignement en ligne à Université Virtuelle du Burkina Faso-UVBF, J'ai l'insigne honneur de vous annoncer que je  suis classé 1 premier enseignant du cours en ligne parmi 121 modules évalué dans le cadre du projet ADC.
# Université Virtuelle du Burkina Faso - UVBF
Université virtuelle du Burkina Faso. Génie logiciel P22
Université virtuelle du Burkina Faso (Étudiants)
Université Virtuelle du Burkina Faso-UVBF… En voir plus",positif,01/01/2019,enseignemer ligne universit virtuel burkina fasouvbf jai linsigne honneur annoncer clas premier enseigner cours ligne parmi module valu cadr projet adc universit virtuel burkina faso uvbf universit virtuel burkina faso gnie logiciel p universit virtuel burkina faso tudiant universit virtuel burkina fasouvbf voir plus
Université Virtuelle du Burkina Faso - UVBF,"C'est qui lui ?
Haaa c'est bien Pr DIPAMA , le président de Université Virtuelle du Burkina Faso - UVBF . Un homme de principe que j'admire tant. Je m'inspire beaucoup de ses principes. C'est un père qui apprend les enfants à être eux même et incarné un vrai leadership. 
Si j'ai un mot à lui dire, c'est lui merci du fond de cœur pour ce qu'il fait pour le rayonnement des valeurs de l'université virtuelle du Burkina Faso.",positif,01/01/2019,cest haaa cest bien pr dipama prsident universit virtuel burkina faso uvbf homme principe jadmir tant minspir beaucoup principe cest pre apprendre enfant tre mme incarn vrai leadership si jai mot dire cest merci fond cur quil faire rayonnement valeur luniversit virtuel burkina faso
