Text,Author,Date
Bienvenue à l'Université de Liège: https://t.co/4zo9NvzSNF #ULiege,Remy Hespel,Mon Oct 21 12:29:31 +0000 2024
"Le salon des laboratoires et de la chimie « Baddi Pharma Lab &amp; Chemical Expo » a débuté aujourd’hui ! Notre distributeur exclusif en Inde, LCGC.

On vous attend jusqu’au 23 octobre :
Université Baddi des sciences et technologies émergentes
Baddi, Inde
Stand F-13 https://t.co/puyYY9CKWC",Radwag Balances Électroniques,Mon Oct 21 12:27:23 +0000 2024
"Je commence ma série d’avis que personne n’a demandé sur l’université. 

Avis 1 : Les profs qui lisent leur diapo pendant tout le cours, méritent leurs amphi vides. https://t.co/7XjKMMlt2r",ExAvocatine(DrEnMaturation),Mon Oct 21 12:27:17 +0000 2024
"@Lady_Freyjaa Nous n'avons pas supprimé le commentaire, mais avons créé un nouveau post qui permet d'aborder les doubles situations, comme l’a suggéré la remarque. Ce format offre un plus grand choix de réponses pour vous. Merci pour votre compréhension ! 😊",Université Grenoble Alpes,Mon Oct 21 12:26:38 +0000 2024
"@HMedievale @NaudinChristoph A l'époque mon prof d'histoire médiévale à l'université de Poitiers en parlait de la même manière que vous (fin 90). Il allait + loin en disant que vraisemblablement, il n'y avait même pas eu bataille. Que les Sarrazins s'étaient carapatés pendant la nuit. Merci pour votre livre",DamDam,Mon Oct 21 12:21:37 +0000 2024
"@Corleone040480 Je l’ai connu á l’Université…
Il était déjà con : courte vue, catho dans l’âme et beau parleur 
Et issu d’une famille de nantis richissimes 

Cela a plus à Mme Ockrdnt, semble-t-il 

Niveau des Grosses Têtes",Natasqan,Mon Oct 21 12:18:46 +0000 2024
"📣En 1ère année à @umontpellier ? En difficulté dans vos #études? N'attendez pas! 

Le SCUIO-IP propose du 13 novembre au 18 décembre 2024 la Certification 3 R ""Réagir, Rebondir, Réussir""!  

📷Infos SCUIO-IP Centre 04.34.43.32.33 ou SCUIO-IP Triolet 04.67.14.30.61
#orientation https://t.co/7sM18JUIDu",SCUIO-IP Université de Montpellier,Mon Oct 21 12:18:37 +0000 2024
"1200 étudiantes et étudiants font la queue à l'université Paul Valéry pour bénéficier de la distribution alimentaire gratuite du SCUM, le syndicat étudiant de Montpellier.

Pour lutter contre la précarité étudiante imposée par des politiques precarisantes, syndiquez-vous 💪",Fabien GWD,Mon Oct 21 12:18:26 +0000 2024
"🚨 Rappel : l’Observatoire de la Direction des Formations de l’Université de Lille (ODiF) recrute toujours des étudiant·es vacataires (à partir de la L2) pour interroger les diplômé·es de l'université 📝

Toutes les informations ⬇️⬇️⬇️",Université de Lille,Mon Oct 21 12:17:28 +0000 2024
Mais où trouver l'amour en 2024 ? Cette nouvelle étude de l'Université de Stanford a la réponse : sur Internet ! ➡️ https://t.co/ZCxfWidPvU https://t.co/H69I4QK41Z,Presse-citron,Mon Oct 21 12:17:11 +0000 2024
"Découvrez les 4 lauréates du prix Jeunes Talents 2024 L'Oréal-UNESCO @4womeninscience issues d'équipes-projets @Inria
Regards croisés sur leur sujet de recherche, leur parcours &amp; l'importance de la représentation féminine dans les disciplines scientifiques
https://t.co/Jh3HlQ32MV",Centre Inria de l'Université de Rennes,Mon Oct 21 12:15:49 +0000 2024
"@GeneralOba31 Oui, je ètudie français du la universite",Nikkie Bella,Mon Oct 21 12:15:35 +0000 2024
"@TFF1618 Vous inventez des définitions. L'occupation d'une université ça n'est pas ""libéral"", c'est une occupation.",Alazon,Mon Oct 21 12:14:26 +0000 2024
"Des 100aine de 1000 de victimes, la destruction du système de santé, la famine, destruction systématique des champs, des habitations, des écoles, plus aucune université, le Nord subit un nettoyage ethnique et une extermination mais le canard enchaîné trouve que Rima doit nuancer",🔻Inès🔻ⵣ 🇩🇿🇵🇸🇸🇩🇨🇩🇱🇧🇪🇭🇳🇨🇭🇹,Mon Oct 21 12:14:09 +0000 2024
"À l’Université Paul Valéry, 1 200 étudiants se sont inscrits à la distribution alimentaire organisée par le SCUM. https://t.co/0LRCvY7I2R",Gazette Live Montpellier,Mon Oct 21 12:11:02 +0000 2024
"#université
Du 22 au 25 octobre, l’@UnivCathoOuest d'Angers ouvre ses cours de #licence aux #lycéens de première et terminale afin d'approfondir leur réflexion sur leur orientation #post-bac

Pour plus d’infos : https://t.co/9jiNfYo0dZ",Studyrama,Mon Oct 21 12:10:30 +0000 2024
"@theolaleke Bonjour, vous trouverez plus d'infos et les modalités d'inscription sur ce master ici : https://t.co/az7i47A2nO Bonne journée",Université de Lille,Mon Oct 21 12:08:34 +0000 2024
"“Journal of Economics and Management Sciences” - varia: Le comité de rédaction de la revue Journal of Economics and Management Sciences, éditée par la faculté des sciences économiques, commerciales et de gestion de l’université Ferhat Abbas Sétif 1, a le… https://t.co/JPZUKKLtsb",Calenda,Mon Oct 21 12:05:06 +0000 2024
"Hériter: La faculté de droit, économie-gestion, science politique de l’université catholique de l’Ouest organise son premier colloque annuel sur le campus de Niort, en avril 2025. Cette manifestation scientifique intrafacultaire entend croiser les… https://t.co/5UbHywehXv",Calenda,Mon Oct 21 12:05:05 +0000 2024
"Revue « Amplitude du droit » - Varia: La revue en ligne et en libre accès Amplitude du droit lance un appel à contributions pour la publication de son numéro 5. Portée par l’Institut de l’Ouest : Droit et Europe (IODE, UMR CNRS 6262/Université de… https://t.co/st7WmXqWo4",Calenda,Mon Oct 21 12:05:04 +0000 2024
"🔴 %146 Hôpital Maisonneuve-Rosemont
🔴 %209 Hôpital général juif - Jewish General Hospital
🔴 %143 Centre hospitalier de l'Université de Montréal (CHUM)
🔴 %129 Hôpital Cité-de-la-Santé
🔴 %106 Hôpital de l'Enfant-Jésus",ERinfo,Mon Oct 21 12:05:04 +0000 2024
"Entretiens | L’université peut-elle apprendre à se passer de l’avion ? (avec Tamara Ben Ari et Parke Wilde) : https://t.co/cPdt2cV6TD

Entretien co-réalisé par le Forum Vies Mobiles (@FViesMobiles) et Métropolitiques

#universite #mobilite #aviation #ChangementClimatique #Covid19 https://t.co/7h850pd7bL",Métropolitiques,Mon Oct 21 12:05:01 +0000 2024
@ZemmourEric Ce gars ne comprend rien au principe de l’université. Il pense que c’est un magasin. Pourtant son principe est porté par son nom. La médiocrité intellectuelle envahit le monde. Et le peuple applaudit.,Bicshow 🇾🇹 🇫🇷 🇷🇪,Mon Oct 21 12:04:59 +0000 2024
@Naykiu9 Cv tkt c'est juste l'université qui me déprime mdrr,(/),Mon Oct 21 12:02:56 +0000 2024
"Le Hcéres publie la composition du comité qui évaluera l'@Inserm, présidé par Anna DOMINICZAK, regius professeure de médecine en santé métabolique et cardiovasculaire à l’Université de Glasgow.
➡️Retrouvez le communiqué de presse : https://t.co/eMaKo27haM https://t.co/dhXDMCkPtI",Hcéres,Mon Oct 21 12:02:16 +0000 2024
"Simplifiez-vous la vie scolaire et universitaire avec Acadec !
 Notre solution tout-en-un vous fait gagner du temps et de l'énergie.
Rejoignez-nous
📞786066178
📩contact@acadec.net
🌐https://t.co/vYVnQGTxCJ
 #gestion #université #ecole #enseignant  #dakar #senegal  #technology https://t.co/OWJ8hgQg1u",Acadec edu,Mon Oct 21 12:01:47 +0000 2024
"#Interview 🧐 Le dialectologue savoyard de l’Université de Neuchâtel revient sur son parcours et ce qui l’a conquis en #Suisse romande.

https://t.co/UWOJvcCf2f",Le Matin Dimanche,Mon Oct 21 12:01:18 +0000 2024
"#RECHERCHE | 🧠 Une étude menée à #umontreal révèle un intérêt exceptionnel des enfants autistes pour les lettres et les chiffres, souvent exprimé à travers des activités solitaires.

En savoir plus ⬇️
https://t.co/zseY5IW2sC",Université de Montréal,Mon Oct 21 12:00:08 +0000 2024
"Cible des intimidations de l’extrême droite, l’université s’inquiète de l’arrivée d’un ministre ultraconservateur https://t.co/bqgJjqjAXh",zer sinan,Mon Oct 21 12:00:08 +0000 2024
"Le 11 octobre dernier, des chercheurs de l'Académie nationale des sciences d'Arménie et de l'Université de Münster ont annoncé avoir découvert la plus ancienne église d’Arménie. 

[Lire la suite...]

https://t.co/TpB7ie8pDn",Info Chrétienne,Mon Oct 21 12:00:00 +0000 2024
"#Expertise 💡 | Découvrez l'édition 2023 de nos ""Regards APP"" ✨

📖 Parcourez ce florilège d’actions illustrant les multiples formes d’interventions de l’#UnivEiffel pour éclairer l’action publique ➡️ https://t.co/DAMI8ljzOM https://t.co/3HfZAL7fA2",Université Gustave Eiffel,Mon Oct 21 12:00:00 +0000 2024
"@Fatforpeace @RimaHas On va pas repasser encore une journée de plus sur les fameux kaz, toz. Vous enseignez à l’université de Genève l'histoire turco mongole ? https://t.co/ODslpjYgy4",frankulin #🟦,Mon Oct 21 11:58:39 +0000 2024
@SarahUriel31 Il leur interdit de bloquer une université. C'est lié à un concept qui vous dépasse et qu'on appelle la loi.,Rudolf KOWALSKI,Mon Oct 21 11:56:07 +0000 2024
"Mettre la honte au #racisme, à l’#antisemitisme, investir la #solidarité, se fédérer ! Invité de l’université d’automne de @SOS_Racisme, j’ai rappelé l’engagement des @senateursPS pour agir contre l’extrême droite, le gvt qui lui sert de marchepied et sa banalisation médiatique. https://t.co/CwJqGu2WZO",David Ros,Mon Oct 21 11:52:23 +0000 2024
"@DermatJean13 @Vismedenjoyer @raclord2 @Iprefernotospea Ce que l'étude du nazisme a tendance à montrer. Sous la République de Weimar l'Université était en grande partie sous une Idéologie similaire,voir exactement la même,ce qui fait qu'il y'avait une surreprésentation des nazis parmi les étudiants diplômés par rapport à la pop totale",Auguste Hadrian,Mon Oct 21 11:49:34 +0000 2024
"👉 Date limite de candidature : 15 novembre 2024
🌐 Pour plus d’informations : https://t.co/kInnQBiKaA
📧 Contact : admission@urdfs.edu.sn
📞 +(221) 76 620 03 22 / +(221) 33 920 20 40",Université Rose Dieng France-Sénégal (Ex CFS),Mon Oct 21 11:49:21 +0000 2024
"Début des cours : Décembre 2024
Publics cibles : bacheliers scientifiques et technologiques, professionnels en reconversion, étudiants en réorientation.
Débouchés : data engineer junior, développeur IA, data scientist, et bien plus encore !",Université Rose Dieng France-Sénégal (Ex CFS),Mon Oct 21 11:49:21 +0000 2024
"🚀 Nouvelles Formations 2024/2025 : Licence en Data &amp; Intelligence Artificielle ! 🧠💻

Vous rêvez de transformer les données en solutions concrètes et contribuer à l’innovation dans des secteurs clés ? Rejoignez notre formation en Data &amp; Intelligence Artificielle (IA) ! https://t.co/CA6naYR86N",Université Rose Dieng France-Sénégal (Ex CFS),Mon Oct 21 11:49:20 +0000 2024
"@NicolasPicardP1 @TiphaineGML Ne t'arrête à si peu, dans un monde où Bruno Le Maire enseigne l'économie à l'université sans formation ni diplôme, je ne vois pas ce qui pourrait empêcher un docteur réellement spécialiste de la peine de mort, d'au moins poser son dossier...",Madame Lulu,Mon Oct 21 11:48:09 +0000 2024
C pt le futur film de ruffin on sait pas,Jeunes Insoumis.es Nanterre Université,Mon Oct 21 11:45:45 +0000 2024
"@LikundeR Alors pour la construction de l'université de Mbandaka promis par le président de la République, jusqu'à lors sans suite.",octave mwenga,Mon Oct 21 11:43:59 +0000 2024
"@chauffeur243 la thèse de doctorat de Mr @VitalKamerhe1  devrait être évalué à sa gestion au ministère de l'économie, j'avoue qu'il serait ajourné voir même être nafé d'université...",KATABANYA Ngosa Irénée,Mon Oct 21 11:43:49 +0000 2024
@peroluwara1 Ça c'est une réflexion d'une personne qui a fait l'université à 50 ans d'âge et pire encore elle s'est inscrite à l'ISC -KIN soir.,Patrick Bolanda,Mon Oct 21 11:40:39 +0000 2024
"🎓✨Un programme d’études ancestrales africaines à l’Université du Ghana ! 🌍📚

Lire l'article ⬇
https://t.co/x2xYfQl7HT

 #ToyinFalola #ÉtudesAncestralesAfricaines #UniversitéDuGhana",Afrolivresque,Mon Oct 21 11:40:37 +0000 2024
"@sachkalelouch @Tristan19203072 @referencement @AntoninAtger Les archives de mon université avaient des manuscrits du XIII au XVIIe siècle, jamais numérisés, jamais étudiés, jamais mis en salle de lecture.
Par manque de place, ils étaient stockés dans des couloirs au sous-sol. Un jour, une canalisation a pété, détruisant tout.",Alex Tlz,Mon Oct 21 11:39:40 +0000 2024
"Attention à l’Université Cheikh Anta Diop ! Il y a actuellement une grève en cours et la police utilise des gaz lacrymogènes. Si vous êtes sur place ou prévoyez de vous y rendre, soyez prudents et protégez-vous",sokhna Adja 🍀💕💕,Mon Oct 21 11:38:11 +0000 2024
CSC de l’université 😂,04•,Mon Oct 21 11:37:19 +0000 2024
@LeVraiMoha @Uniquemasri Par contre avec visa touristique et étudiant c’est chaud de bosser légalement et la police ferme facile les yeux pour 10 bal je conduis sans permis ici pcq il me l’ont pris en France suffit juste que je dise mon université en faisant semblant d’oublier mon permis et ça passe,Bilgy 🇧🇪🇵🇸🐸 #FreePalestine,Mon Oct 21 11:36:41 +0000 2024
"@Taaaaataaaaa7 Je vous conseille un séjour à l'université, ou en hôpital psychiatrique c'est au choix. Je suis prêt à me déplacer pour vous y amener",Alexandre Leguen,Mon Oct 21 11:36:41 +0000 2024
@usmanRMA @Mamaaadouuu Guys gnoy manifester Université actuellement,𝓜𝓸𝓱𝓪𝓶𝓮𝓽𝓷𝓰🇩🇪🇸🇳,Mon Oct 21 11:34:56 +0000 2024
"@BoludoXXL @Ricklatrick @TFF1618 Oui, pour le poste de président. Là on parle de l'université : si cette université ne convient pas, les gens sont libres d'aller dans une autre, ou même de monter une université privée.",Ramunchad Incelhunter,Mon Oct 21 11:34:54 +0000 2024
"Jean Decety, professeur de psychologie à l’université de Chicago, tord le cou aux nombreuses idées reçues sur l’empathie, un mot ""fourre-tout"", notamment dans le monde du management. N’en déplaise à certains coachs… https://t.co/t4yIj1YRam",Olivier Cimeliere ,Mon Oct 21 11:33:02 +0000 2024
"@N_Hervieu @LucasBdeC @sup_recherche @Conseil_Etat Ce n'est pas brumeux: la réglementation prévoit que pour avoir certaines possibilités de diplomation ou d'habilitation, il faut avoir dans le corps enseignant autant de docteurs dans l'équipe de la structure que la plus petite université de France...",Didier GIRARD,Mon Oct 21 11:31:29 +0000 2024
"🔌Les micro-réseaux électriques sont nécessaires à la #TransitionEnergetique, mais manquent de stabilité.

📰Découvrez comment le projet SyNPiD, mené par l'équipe @ValseTeam, a contribué à améliorer leur fiabilité:
https://t.co/d4VtETDXnI

#EnergiesRenouvelables #électricité",Centre Inria de l'Université de Lille,Mon Oct 21 11:30:00 +0000 2024
"Dans le Strict Respect du Calendrier Académique 2024-2025*, 🚨🚨🚨📸 en images, regardez les  étudiant(e)s de différentes Facultés  de #UCC en plein cours. Rappelons que, les cours ont débuté à #UCC  depuis le 16 Octobre 2024.@cabinet_esuRDC @Presidence_RDC @CENCO__RDC https://t.co/PkfTHyfuxX",Université Catholique du Congo,Mon Oct 21 11:29:10 +0000 2024
"le manque de diversité politique à l'université c'est dingue, y'a que de la propagande de gauche, l'horreur...",VI'✝,Mon Oct 21 11:27:38 +0000 2024
"Dr. Mohamed Ait Hamou, professeur à l'Université Sidi Mohamed Ben Abdellah de Fès, a élaboré sur l'image d'Al-Tawhidi dans le projet intellectuel de Mohammed Arkoun, lors du colloque de l'#ICESCO: Éclairages civilisationnelles dans la pensée d'Abu Hayyan Al-Tawhidi https://t.co/uBWhE6qFmt",ICESCO Français,Mon Oct 21 11:27:16 +0000 2024
"Dans la série : Le déclin, un jour sans fin, voici ce que donne à étudier l'université française. Quand on connait le niveau intellectuel de nos chères têtes, blondes ou pas, on se demande quelle volonté politique est à l'œuvre dans cette reptation voilée
https://t.co/3RP8pAs8Ep.",Dom vdcdog1234,Mon Oct 21 11:23:41 +0000 2024
"Mobilisation devant l’université Jean Monnet à Saint-Étienne contre la répression de la solidarité avec la Palestine. Ils sont 12 étudiants à avoir été sanctionnés d’une exclusion temporaire. L’administration est venue les chercher dans leurs classes / amphis. 
#FreePalestine 🇵🇸 https://t.co/lHKPZwz7aL",Monira Moon 🗝️ 🇳🇨 ❤️🇵🇸 🔻🇱🇧,Mon Oct 21 11:23:36 +0000 2024
✅ Le trafic est rétabli de Saint-Denis–Université à Carrefour Pleyel (incident d'exploitation). #Ligne13 #RATP,Ligne 13,Mon Oct 21 11:23:18 +0000 2024
⚠️ Perturbation Métro 13 : Le trafic est perturbé entre Saint-Denis – Université et Carrefour Pleyel en direction de Châtillon-Montrouge en raison d'un incident d'exploitation. @Ligne13_RATP #Metro #Metro13 #Ligne13 #RATP https://t.co/bXFZ8TkfqD,Ma Ligne,Mon Oct 21 11:22:07 +0000 2024
On a cassé une fenêtre de l'université en jouant au foot quoi,Pessi_Actimel (Ilann)🇨🇵 🚩,Mon Oct 21 11:21:50 +0000 2024
"L’Université de GOMA a rendu les derniers hommages à la dépouille de l’Assistant Shematsi François ce dimanche 20 Octobre 2024 avant de l’emmener à sa dernière demeure.💐

Nous vous garderons toujours dans nos souvenirs et vous souhaitons un doux repos.😭💔 https://t.co/s2OBJ1yyK6",UNIVERSITE DE GOMA-UNIGOM,Mon Oct 21 11:20:18 +0000 2024
"⚠️ Le trafic est perturbé de Saint-Denis–Université à Carrefour Pleyel, en raison d'un incident d'exploitation. #Ligne13 #RATP",Ligne 13,Mon Oct 21 11:17:05 +0000 2024
"🚨🚨Les #TropheesEsante 2024 #univEsante
➕ que 2  jours pour déposer votre dossier !
🏆 Une occasion en or de vous surpasser en #Esante !
📆Clôture le 23/10 à midi
Toutes les Infos utiles➡️https://t.co/RFxTSeBEz8

#hcsmeufr #startup #eHealth #Innovation #startup #Sante https://t.co/gz3x9ycu5M",Université e-santé,Mon Oct 21 11:15:11 +0000 2024
"#Rentrée2024 | 🎥 Participez à la 4e édition du #concours vidéo de l'Alliance Sorbonne Paris Cité. 
Vous avez jusqu'au 15 novembre pour réaliser une vidéo et tenter de décrocher l'un des prix, avec jusqu'à 1500 € à la clé !
➡ https://t.co/HnZNwdixmv https://t.co/n3WwMR4gHF",Université Paris Cité,Mon Oct 21 11:15:00 +0000 2024
"Shlomo Sand, est historien, professeur à l’université de Tel-Aviv. Il fait partie du mouvement des ""nouveaux historiens israéliens"" qui déconstruisent les mythes fondateurs du sionisme. https://t.co/TFvHsIX0IR",nina,Mon Oct 21 11:13:51 +0000 2024
"17.10.2024|| #UCC #RDC  
J'ai eu l’honneur d’assister en tant qu’invité à la cérémonie de collation des grades académiques de l'Université Catholique du Congo. Au cours de l’événement, j’ai eu l’occasion d’adresser des mots d'encouragement aux finalistes sur le point d’affronter https://t.co/SEaOfhDqS4",Dahlia TSHILANDA,Mon Oct 21 11:10:18 +0000 2024
"Le Laboratoire d’Analyse et de Recherche sur les Dynamiques Économiques et Sociales (#LARDES) de la Faculté d’Agronomie de l’Université de Parakou a organisé une conférence dédiée à la restitution des résultats du projet PIERI 20617

L'intégralité ⤵️

https://t.co/aQOlGm9Hiy https://t.co/Ci7cha11IC",LE RURAL Officiel,Mon Oct 21 11:08:46 +0000 2024
@Neruda57 Je parie que les locaux seront moins saccagés que ceux d' une université française occupée par des gauchos pendant 15 jours,Zapo Fred,Mon Oct 21 11:05:28 +0000 2024
"🚨ALERTE INFO !!🚨
Le professeur de biochimie de l'Université d'Aix-Marseille et le druide des calanques aimeraient utiliser ce système de WC pour leurs études. La semaine prochaine, ils demanderont le kit dépistage cancer colorectal. 
#Raoult #Covid_19 https://t.co/dDUgwu76Rr",grisou 💉💉🚨Ministre de la santé du PFM🚨,Mon Oct 21 11:01:11 +0000 2024
"Il ne vous reste plus que 10 jours pour vous inscrire au cours ""Risques chimiques et biologiques dans la chaîne alimentaire : partie risques biologiques"" de l'@universiteliege !

Pour vivre en bonne santé, il est essentiel de s’alimenter correctement. Cependant, nos aliments https://t.co/zRi0MOKBR0",France Université Numérique,Mon Oct 21 10:59:39 +0000 2024
"#Cameroun : Scandale à l’Université de #Douala, étudiants piégés par une arnaque choquante: L’authenticité des diplômes remise en question dans une affaire qui secoue le milieu académique camerounais. Une enquête exclusive de… https://t.co/4vXtJSzB9O #Société",Cameroun,Mon Oct 21 10:59:07 +0000 2024
"@Patrick Hetzel ministre de l'#enseignement #supérieur, merci de condamner fermement des actions, qui vont à l'encontre des principes de #neutralité et de #laïcité du service public de l’enseignement supérieur. Les dérives #islamo-gauchistes n'ont pas
leur place à l'université.",Véro Hauptschein,Mon Oct 21 10:58:21 +0000 2024
"@adsaum Pour commencer, ""être en danger"" et ""se sentir en danger"", ce n'est pas la même chose. Ensuite, je veux bien voir les témoignages et ce qu'ils disent très précisément. 
C'est très grave de dire que des étudiants juifs sont en danger - et donc menacés - dans leur université/école.",Elodie Safaris,Mon Oct 21 10:58:12 +0000 2024
"Championnat universitaire canadien d’ultimate 2024 #CUUC2024

🥇 Doublé de l’université d’Ottawa qui remporte l’or autant en division ouverte qu’en division féminine.

🥈 L’@universitelaval remporte l’argent en division féminine 

🥈 @mcgillu remporte l’argent en division ouverte",Philippe Thivierge,Mon Oct 21 10:55:51 +0000 2024
"📢 Aujourd'hui, c'est le dernier jour pour nous retrouver au salon APMEP au Havre !
Venez découvrir notre plateforme ainsi que nos kits pédagogiques, et assistez à nos démonstrations dans les locaux de l'université du Havre. 🧑‍🏫✨

À tout à l'heure ! 👋  #APMEP2024 https://t.co/IKwD1sBdZ8",Vittascience,Mon Oct 21 10:53:34 +0000 2024
"J'ai lu « 101 Biographies de Traducteurs », la littérature française ait commencé à se répandre au Japon à la période Meiji, et  la Faculté de Littérature Française de l'Université de Tokyo, le Lycée Gyosei et le Professeur Emile Eck y aient joué un rôle important.",Ren-peintre,Mon Oct 21 10:51:39 +0000 2024
"@Lady_Freyjaa Nous aimerions mieux vous connaître, quelle est votre situation par rapport à l'UGA ? 😀",Université Grenoble Alpes,Mon Oct 21 10:50:52 +0000 2024
Plus de chances de rencontrer quelqu'un à l'église qu'à l'université mdr j'arrête la fac pour me concentrer sur Dieu https://t.co/pUAAKt7uOH,vide (opposition nominale aux règles d'elon musk),Mon Oct 21 10:49:53 +0000 2024
"@Lady_Freyjaa Bonjour, au contraire, on ajuste et on prend en compte vos remarques. 😉",Université Grenoble Alpes,Mon Oct 21 10:46:28 +0000 2024
"@TrumpFrance Malgré ces 400 millions de dons, il a :

- ruiné TROIS casinos (le seul business qui NE PEUT PAS tomber en banqueroute) ;
- monté une université frauduleuse qui lui a valu un amiable avant procès, à hauteur de 28 millions de dollars pour les victimes ;
- déposé le bilan pour :",Lace Naire,Mon Oct 21 10:45:08 +0000 2024
mon université organise un voyage obligatoire au-delà de l’Atlantique et on doit payer le billet ?????????????? + nourriture sur place ?????,caroline,Mon Oct 21 10:44:37 +0000 2024
@PrSultacx Aiguille dit tâta à Melody juste parce qu'elle a été à l'université avec moi.,robleh kadar,Mon Oct 21 10:43:13 +0000 2024
"Prenons un exemple tiré du mémoire publié à l'université de la Sorbonne en juillet 2022. C'est tout récent, donc probablement représentatif de ce qui se fait de nos jours en pataugeoire-thérapie. 

Consultable et en intégralité via ce lien : https://t.co/269i7RvlOT 
🔽 https://t.co/5ul3ziR7Wi",Amélie Tsaag Valren,Mon Oct 21 10:42:57 +0000 2024
Rabat lance une 1ère école pratique de « Journalisme de solutions » en Afrique - Actuelles - Magazine de la femme marocaine @Afrique  @journalisme de @Solutions @ecole @presse #université @mohammed5 @technologie @IA  https://t.co/XKuHRAVLIo,khiraAbs,Mon Oct 21 10:40:59 +0000 2024
"Hello la communauté UGA de X ! 🤗

On veut en savoir plus sur vous : quelle est votre situation actuelle ?

P.S. : Diplômé.e de l'UGA ? Partagez votre meilleur souvenir ! 🎓

#uga #communauté #sondage",Université Grenoble Alpes,Mon Oct 21 10:40:35 +0000 2024
"#SUIVEZ_NOUS🎓
L’Université Cheikh Anta Diop de Dakar est bien présente au sein des médias sociaux

Abonnez-vous à nos différentes pages officielles et profitez d'une vitrine unique sur notre vie universitaire !

#ucad #kebetu #senegal #compublique #comdigitale https://t.co/u7LMFB53xd",Université Cheikh Anta Diop de Dakar,Mon Oct 21 10:37:03 +0000 2024
"Ce Lundi, malgré la situation tendue, a eu lieu une reprise des cours en présentiel à l’USJ, Université Saint-Joseph de Beyrouth. 
Vue de la rue Huvelin. https://t.co/oAAAnBUbVR",LibanVision by JMD,Mon Oct 21 10:36:14 +0000 2024
"«Quand allons-nous arrêter de financer les ennemis de la République ?», s’indigne une sénatrice face au financement européen d’une université islamiste turque https://t.co/pOr9XMvFYS",MARTINE LOR,Mon Oct 21 10:33:58 +0000 2024
C'est mon université mdrrr,✂️Alice ✂️ la folle aux ciseaux,Mon Oct 21 10:33:19 +0000 2024
"@MrNonault Je ne considère pas qu'ils désertent l'université, pour ma part. La plupart continuent bien leur activité de recherche dans leur établissement, certains sont des moteurs (y compris financiers) de projets collectifs, tous n'arrêtent pas toute responsabilité, ni ne prennent",Véronique Beaulande,Mon Oct 21 10:32:32 +0000 2024
"Avec autant des meilleures universités du monde, choisir où étudier est la plus difficile en postulant au #Chevening

Quelle que soit votre filière , vous bénéficierez d’une formation d’élite au 🇬🇧

Pour vous aider à postuler à l’université 👉  https://t.co/s6U6rKFGXn https://t.co/t8Qn8gXk9A",UK au Mali 🇬🇧🇲🇱,Mon Oct 21 10:31:27 +0000 2024
orh premier jour de taffe et on me parle d’”islamo-gauchisme” dans une certaine université française 😔,mengu,Mon Oct 21 10:31:14 +0000 2024
"La kce de la vérité sur ts ces crimes et bien entendu d'autres, est un des piliers de la non répétition. ""Uca mu kibira utazi ugaca inkoni utazi."" Puis enseigner tte cette vérité dès l'école primaire à l'université. Ne pas enseigner l'hre, c'est préparer sa répétition",Batungwanayo Aloys,Mon Oct 21 10:25:24 +0000 2024
"Quelqu'un a des nouvelles de MonPote ?

(c'est pour un ami)",Université de Lille,Mon Oct 21 10:25:22 +0000 2024
"#RDC #KINSHASA #LIMETE 17.10.2024 | J’ai eu l’immense honneur de participer à la cérémonie de remise des brevets aux jeunes finalistes de l’Université Catholique du Congo (UCC) tenue à Aqua Splash, marquant la fin d’un parcours académique riche et formateur. Cet événement https://t.co/EuSqXqT8EV",Isaac Mukendi T.,Mon Oct 21 10:25:19 +0000 2024
Université d’été ?,19,Mon Oct 21 10:25:03 +0000 2024
"Les @jeunessesnpamtp organisent une réunion publique en présence de @olbesancenot ce mercredi autour de la question :
Quelle place pour la jeunesse dans le mouvement social ?

📍 Mercredi 23 octobre, 18h30, Université Paul Valéry, amphi 5, 6, 7 (bât J)",NPA 34 - l'Anticapitaliste,Mon Oct 21 10:24:44 +0000 2024
@BenjaminAmuri @kabumba_justin Il a même l'Université ?,gayela merveille,Mon Oct 21 10:24:24 +0000 2024
"Sur cette lancée, j'ai continué à me doter des meilleurs outils possibles pour répondre à mes ambitions professionnelles et à mes divers engagements. J'ai obtenu un certificat de développement personnel (Entrepreneuriat) de la @FondLiseWatier  et de l’Université Concordia en",Blacky Gyan,Mon Oct 21 10:24:22 +0000 2024
"@MartinZ_uncut Les gens faisaient aussi bcp plus confiance à la presse, des Daout et des Montay étaient intouchables; les recteurs d'université aussi, pour moi, ce sont ceux qui ont le plus trahi !!!!!!!!!!!",NFM terminator 🇵🇸 🇷🇺,Mon Oct 21 10:24:09 +0000 2024
"@libertaire10 Mouais, l'université coûte rien quand t'es boursier, t'as des bourses sur critères sociaux. On est pas aux US où ce serait pertinent. Tu veux quoi de plus ?",Otto von Kenobi,Mon Oct 21 10:23:06 +0000 2024
Le stand starbuck et le bar à sushi dans l’université ? Un fléau UN FLÉAU. J’arrive même pas 5min ? -5€ sur le compte,angy,Mon Oct 21 10:22:06 +0000 2024
"Les @Jeunesses_NPA Montpellier organisent une réunion publique avec @olbesancenot pour parler de la place de la jeunesse dans le mouvement social.

📍 Mercredi 23 octobre, 18h30, Université Paul Valéry, amphi 5, 6, 7 (bât J)",Jeunesses NPA Montpellier,Mon Oct 21 10:21:48 +0000 2024
